ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
PAPERI-E;26837;PAPERIE;47.468462, -0.506527;;;;0;;Europe/Paris;1
CHEMIPRE;433167;CHEMIN DU PRE;47.467247, -0.6355910000000001;;;;0;;Europe/Paris;0
CLEMOINE;54191;CONSTANT LEMOINE;47.471994, -0.5420900000000001;;;;0;;Europe/Paris;1
1VERN;25220;VERNEAU;47.492424, -0.567108;;;;0;;Europe/Paris;1
GAUTIE-E;615013;PAS GAUTIER;47.471712, -0.409417;;;;0;;Europe/Paris;0
PETGUI-E;993424;PETIT GUICHARD;47.526101, -0.4789770000000001;;;;0;;Europe/Paris;0
CHANSONN;654132;ROUTE DE LA CHANSONNIERE;47.583595, -0.4834350000000001;;;;0;;Europe/Paris;0
ROMAB-E;78271;ROMANERIE;47.484501, -0.508052;;;;0;;Europe/Paris;0
MEMMAIR;4208;MAIRIE DE LA MEMBROLLE;47.560854, -0.6730050000000001;;;;0;;Europe/Paris;0
CLODOREA;31214;CLOS DOREAU;47.496241, -0.425249;;;;0;;Europe/Paris;0
BARON-DE;20429;SAINT AUBIN LA SALLE;47.489696, -0.5036090000000001;;;;0;;Europe/Paris;1
LAGLOU-E;32242;GLOUTIERE;47.508178, -0.643696;;;;0;;Europe/Paris;0
CITRONNL;1586;CITRONNELLE;47.479422, -0.6340070000000001;;;;0;;Europe/Paris;1
BOURSE-E;19507;BOURSE;47.442536, -0.4950880000000001;;;;0;;Europe/Paris;0
MON1GA-E;1148;MONGAZON;47.460864, -0.5284430000000001;;;;0;;Europe/Paris;1
SOULAI-E;39480;TERTRE SOULAINES;47.362724, -0.5227740000000001;;;;0;;Europe/Paris;0
GRANBE-E;1713;GRANGE AUX BELLES;47.476709, -0.6283290000000001;;;;0;;Europe/Paris;1
RENOIR;26525;AUGUSTE RENOIR;47.536082, -0.6185770000000002;;;;0;;Europe/Paris;1
SMATGDRU;735252;GRANDE RUE;47.411125, -0.333079;;;;0;;Europe/Paris;0
P-VDMA-E;246495;VAL DE MAINE;47.443071, -0.6129350000000001;;;;0;;Europe/Paris;1
HERMIT32;1981;HERMITAGE SOUCELLES;47.584608, -0.417577;;;;0;;Europe/Paris;0
HAUTE-E;792660;HAUTE ROCHE;47.469074, -0.6348580000000001;;;;0;;Europe/Paris;0
ECOTIERE;28731;ECOTIERE;47.363515, -0.5056630000000001;;;;0;;Europe/Paris;0
GRANCLAY;748121;GRAND CLAYE;47.38707, -0.5383530000000001;;;;0;;Europe/Paris;0
JARDFA;35425;JARDINS FAMILIAUX;47.485557, -0.5084330000000001;;;;0;;Europe/Paris;1
DEBEAU-E;9943;DE BEAUVOIR;47.529041, -0.6146870000000001;;;;0;;Europe/Paris;0
BALAND-E;30198;BASSE LANDE;47.50546, -0.5953490000000001;;;;0;;Europe/Paris;1
DELATR-E;25487;DE LATTRE;47.452337, -0.5418520000000001;;;;0;;Europe/Paris;1
SLEZIND;16655;TRELAZE SAINT LEZIN;47.450358, -0.4882250000000001;;;;0;;Europe/Paris;0
BOUGO.-E;10871;BOURGONNIER;47.461608, -0.5411950000000001;;;;0;;Europe/Paris;1
RALL-R;897236;RALLIEMENT;47.471369, -0.5519150000000002;;;;0;;Europe/Paris;1
PLGRAM-E;913474;MAIRIE DU PLESSIS GRAMMOIRE;47.50166, -0.430595;;;;0;;Europe/Paris;0
HAUTPR-E;52;HAUT PRESSOIR;47.453158, -0.5380990000000001;;;;0;;Europe/Paris;1
VILSANTE;17408;VILLAGE SANTE;47.457561, -0.5127210000000001;;;;0;;Europe/Paris;1
TANCE-E;25473;TANCELLERIE;47.516014, -0.6637260000000001;;;;0;;Europe/Paris;0
PLATEF-E;28725;PLATEAU FLEURI;47.529925, -0.597717;;;;0;;Europe/Paris;1
CRFRUX;29507;CROIX DES FRUX;47.503213, -0.690965;;;;0;;Europe/Paris;0
LINOVENT;31038;LINO VENTURA;47.447568, -0.5291450000000001;;;;0;;Europe/Paris;1
PORTSG;30148;LE PORT;47.421506, -0.5736140000000001;;;;0;;Europe/Paris;0
VERNUIT;2307;AQUAVITA;47.493361, -0.5655390000000001;;;;0;;Europe/Paris;0
STLAURE;12804;STADE RAYMOND KOPA;47.461354, -0.5311370000000001;;;;0;;Europe/Paris;1
ANDAMAIR;383609;ANDARD MAIRIE;47.456535, -0.39818;;;;0;;Europe/Paris;0
TRINITE;14286;TRINITE;47.475221, -0.5625980000000002;;;;0;;Europe/Paris;1
DELACR-E;3905;DELACROIX;47.454898, -0.5288330000000001;;;;0;;Europe/Paris;1
CHANZY-E;32089;CHANZY;47.460053, -0.5576650000000001;;;;0;;Europe/Paris;1
MONTCASB;13329;MONT CASSIN;47.447246, -0.5693760000000001;;;;0;;Europe/Paris;1
CRETAUDI;809228;CRETAUDIÈRE;47.475625, -0.366224;;;;0;;Europe/Paris;0
LALAN-E;8374;LANDE;47.562431, -0.5853110000000001;;;;0;;Europe/Paris;0
ARAGO-E;26055;ARAGON;47.471766, -0.5664030000000001;;;;0;;Europe/Paris;0
LCHATA-E;28519;CHATAIGNERAIE;47.441224, -0.6077680000000001;;;;0;;Europe/Paris;1
MIRABE-E;9418;MIRABEAU;47.459474, -0.5488390000000001;;;;0;;Europe/Paris;1
AUBERD-E;830731;AUBERDERIE;47.537906, -0.4785340000000001;;;;0;;Europe/Paris;0
CLOTEAU;466331;CLOTEAU;47.507515, -0.408623;;;;0;;Europe/Paris;0
CHANT AR;769363;BOUCHEMAINE CHANTOURTEAU;47.40614, -0.6231260000000001;;;;0;;Europe/Paris;0
CIMETR-E;32029;CIMETIERE DE TRELAZE;47.446271, -0.4623000000000001;;;;0;;Europe/Paris;1
BELLCORN;275985;CORNE BELLEVUE;47.47361, -0.346381;;;;0;;Europe/Paris;0
CARRF5B;9318;CARREFOUR ST SERGE;47.488084, -0.5425110000000001;;;;0;;Europe/Paris;1
AUTHIO-E;24408;AUTHION;47.43157, -0.528831;;;;0;;Europe/Paris;1
SARRIG-E;9431;SARRIGNÉ LES PLANTES;47.502406, -0.379316;;;;0;;Europe/Paris;1
MALBOI-E;576278;MALBOIRE;47.481774, -0.413922;;;;0;;Europe/Paris;0
GGSAND-E;36947;GEORGE SAND;47.43334, -0.5195330000000001;;;;0;;Europe/Paris;1
PAQUERAI;88085;PAQUERAIE;47.481187, -0.41009;;;;0;;Europe/Paris;0
MPLAIS-E;4333;MONPLAISIR PLESSIS GRAMMOIRE;47.499763, -0.4288120000000001;;;;0;;Europe/Paris;0
INRA-E;741028;INRA;47.474733, -0.6113050000000001;;;;0;;Europe/Paris;1
ROMABLD;84626;ROMANERIE;47.484599, -0.5077950000000001;;;;0;;Europe/Paris;0
PTMONGAZ;27077;PETIT MONGAZON;47.48693, -0.4833740000000001;;;;0;;Europe/Paris;0
2BAMA;30251;BAMAKO;47.45211, -0.5563700000000001;;;;0;;Europe/Paris;1
BASCHEM;948490;BAS CHEMIN;47.425014, -0.384247;;;;0;;Europe/Paris;0
MUSSET;21453;MUSSET;47.473724, -0.5397470000000001;;;;0;;Europe/Paris;1
BRAINNAR;776186;NARCE;47.448874, -0.429982;;;;0;;Europe/Paris;0
CITEUNIV;30394;CITE UNIVERSITAIRE;47.478879, -0.5978800000000001;;;;0;;Europe/Paris;1
RGILARDI;390494;ROUTE DES GILARDIERES;47.385927, -0.564687;;;;0;;Europe/Paris;0
ROUTE4-E;4312;ROUTE N 4;47.441573, -0.4923950000000001;;;;0;;Europe/Paris;0
PASTEUR;25811;PASTEUR;47.466988, -0.4930650000000001;;;;0;;Europe/Paris;1
STSYCH-A;701827;SAINT SYLVAIN;47.525157, -0.4608130000000001;;;;0;;Europe/Paris;1
RTEMEI-E;19122;ROUTE DE LA MEIGNANNE;47.477784, -0.6395010000000001;;;;0;;Europe/Paris;1
NOZAY-E;661345;NOZAY;47.487664, -0.531943;;;;0;;Europe/Paris;1
JARDF-E;46662;JARDINS FAMILIAUX;47.485579, -0.508106;;;;0;;Europe/Paris;1
DOMETANG;19431;ROUTE DE L'ETANG;47.507159, -0.6077300000000001;;;;0;;Europe/Paris;0
CHESNA-E;28622;LA CHESNAIE;47.437021, -0.5240030000000001;;;;0;;Europe/Paris;1
LEVESQ-E;29876;LEVESQUE;47.402264, -0.5344750000000001;;;;0;;Europe/Paris;1
COINTREA;9457;COINTREAU;47.476369, -0.5076430000000001;;;;0;;Europe/Paris;1
REPTRE-E;25507;REPUBLIQUE TRELAZE;47.450161, -0.5040770000000001;;;;0;;Europe/Paris;1
FROMIOUX;159425;FROMIOUX;47.509048, -0.7149960000000001;;;;0;;Europe/Paris;0
LORTIE-E;864598;L'ORTIER;47.571234, -0.42611;;;;0;;Europe/Paris;0
VENAIS-E;6725;VENAISERIE;47.470825, -0.4896670000000001;;;;0;;Europe/Paris;1
LAPLES-E;7870;LA PLESSE;47.499554, -0.6204520000000001;;;;0;;Europe/Paris;0
MEMBAL-E;266299;ECOLE BALZAC;47.557313, -0.6719760000000001;;;;0;;Europe/Paris;0
CCADEA;5701;CROIX CADEAU;47.519948, -0.6094530000000001;;;;0;;Europe/Paris;0
HMTREL;14635;8 MAI TRELAZE;47.449774, -0.4655280000000001;;;;0;;Europe/Paris;0
RESIDENC;125095;RESIDENCE;47.572771, -0.4884570000000001;;;;0;;Europe/Paris;0
RIDERE-E;917645;RIDEREAU;47.478021, -0.391163;;;;0;;Europe/Paris;0
P-ANJO-E;32708;PETIT ANJOU;47.444518, -0.6146110000000001;;;;0;;Europe/Paris;0
LECUIT;25536;LECUIT;47.489261, -0.5630160000000001;;;;0;;Europe/Paris;1
BRISEP-E;3496;BRISEPOTIERE;47.479348, -0.5272530000000001;;;;0;;Europe/Paris;1
LYCEEJMO;28865;JEAN MOULIN;47.492399, -0.5518930000000001;;;;0;;Europe/Paris;1
DANGELIN;79140;DANIEL GELIN;47.445119, -0.5269640000000001;;;;0;;Europe/Paris;1
WIGAN;15554;WIGAN;47.459381, -0.6081380000000001;;;;0;;Europe/Paris;1
RENOU-E;4188;RENOU;47.437339, -0.4869280000000001;;;;0;;Europe/Paris;0
PICASS-E;29141;REPUBLIQUE TRELAZE;47.450544, -0.5055430000000001;;;;0;;Europe/Paris;0
APPENTIS;30879;APPENTIS;47.445518, -0.546286;;;;0;;Europe/Paris;1
VHUGO-E;7391;VICTOR HUGO MONTREUIL;47.528209, -0.6116670000000001;;;;0;;Europe/Paris;0
CAMUS5-E;20823;CAMUS;47.484968, -0.5757590000000001;;;;0;;Europe/Paris;1
BOISAB-E;2212;BOIS L'ABBE;47.490362, -0.5140240000000001;;;;0;;Europe/Paris;0
THOMAS-E;18250;THOMASSERIE;47.461739, -0.6252520000000001;;;;0;;Europe/Paris;0
SARRCI-E;11756;CIMETIERE DE SARRIGNE;47.501496, -0.388022;;;;0;;Europe/Paris;1
AARD-7C;562;AVRILLE - ARDENNE;47.511027, -0.5954310000000002;;;;0;;Europe/Paris;1
VOLTAIR;10823;VOLTAIRE;47.484872, -0.5313450000000001;;;;0;;Europe/Paris;0
AIGREFOI;805210;AIGREFOIN;47.473258, -0.439654;;;;0;;Europe/Paris;0
SOULCHAP;85435;CHAPELLES SOULAIRES;47.577036, -0.5446850000000001;;;;0;;Europe/Paris;0
BASCHE-E;884139;BASSE CHESNAIE;47.573791, -0.6774470000000001;;;;0;;Europe/Paris;0
GDMOTTAY;327252;GRAND MOTTAY;47.575797, -0.4776390000000001;;;;0;;Europe/Paris;0
CROIXVER;27646;ROUTE DE BOUCHEMAINE;47.44489, -0.577266;;;;0;;Europe/Paris;0
BEURRIER;21726;BEURRIERE;47.497569, -0.5895410000000001;;;;0;;Europe/Paris;1
QVENTS;4688;QUATRE VENTS;47.497151, -0.420747;;;;0;;Europe/Paris;0
STADE;11605;STADE DE SAINT BARTHELEMY;47.461333, -0.4921100000000001;;;;0;;Europe/Paris;1
GENETI-E;30451;GENETIERE;47.49468, -0.440709;;;;0;;Europe/Paris;1
GUINEZE;18158;GUINEZERT;47.461785, -0.6309890000000001;;;;0;;Europe/Paris;0
ROCHETTE;22371;ROCHETTE;47.528593, -0.7510850000000001;;;;0;;Europe/Paris;0
PASTEU-E;26529;PASTEUR;47.467113, -0.4929690000000001;;;;0;;Europe/Paris;1
MAUPER-E;24902;MAUPERTHUIS;47.433634, -0.4857020000000001;;;;0;;Europe/Paris;0
CITESOLI;61161;LA CITÉ-CHABADA;47.488444, -0.5362190000000001;;;;0;;Europe/Paris;1
ESTAMI-E;673452;ESTAMINET;47.565754, -0.5036860000000001;;;;0;;Europe/Paris;0
PATIS;2076;PATIS ST LEGER;47.464623, -0.7068980000000001;;;;0;;Europe/Paris;0
GUICHARD;21276;GUICHARD;47.455296, -0.5492540000000001;;;;0;;Europe/Paris;1
BEURRI-E;23326;BEURRIERE;47.497355, -0.5892300000000001;;;;0;;Europe/Paris;1
PALLAC-E;21568;PALLACH;47.445941, -0.5587930000000001;;;;0;;Europe/Paris;1
CAPU8-E;21219;CAPUCINS;47.487415, -0.5544970000000001;;;;0;;Europe/Paris;1
GALLI-E;4908;GALLIENI;47.434827, -0.5245250000000001;;;;0;;Europe/Paris;1
MUTUALIT;32144;MUTUALITE;47.4558, -0.5408260000000001;;;;0;;Europe/Paris;1
VHUGOMJ;10228;VICTOR HUGO MONTREUIL;47.528177, -0.6119180000000001;;;;0;;Europe/Paris;0
RODIN;12656;RODIN;47.475959, -0.6256910000000001;;;;0;;Europe/Paris;1
GRANCHEM;658794;GRAND CHEMIN;47.417468, -0.310567;;;;0;;Europe/Paris;0
CHEVAL;3108;CHEVALLERIE;47.553862, -0.6597080000000001;;;;0;;Europe/Paris;0
CHARRUAU;994566;CHARRUAU;47.372821, -0.5092440000000001;;;;0;;Europe/Paris;0
MEIGNANN;10399;LA MEIGNANNE;47.483984, -0.582208;;;;0;;Europe/Paris;1
STEMAR-E;11224;JOSEPH WRESINSKI;47.484114, -0.5593060000000001;;;;0;;Europe/Paris;1
STRAS2;24345;STRASBOURG;47.457304, -0.5545460000000001;;;;0;;Europe/Paris;1
DUBE  -E;12097;DUBE;47.415415, -0.5233160000000001;;;;0;;Europe/Paris;1
LESRIV-E;26528;RIVES;47.526712, -0.5250720000000001;;;;0;;Europe/Paris;0
MALEMBAR;753;ZI TRELAZE - MALEMBARDIERES;47.451656, -0.4734250000000001;;;;0;;Europe/Paris;0
MONPR-E;167732;MONPROFIT;47.474539, -0.5670940000000001;;;;0;;Europe/Paris;1
BOURGL-E;178374;BOURG LA CROIX;47.45073, -0.523816;;;;0;;Europe/Paris;0
PISCJU-E;6211;PISCINE CAMILLE MUFFAT;47.534191, -0.6165220000000001;;;;0;;Europe/Paris;1
MOREL;6292;MOREL;47.474901, -0.6084840000000001;;;;0;;Europe/Paris;1
RTINARD;9553;ROCHE TINARD;47.496413, -0.4037200000000001;;;;0;;Europe/Paris;0
WJMO-E;72745;JEAN MOULIN;47.490708, -0.5518350000000001;;;;0;;Europe/Paris;1
PALLACH;22076;PALLACH;47.446169, -0.5589980000000001;;;;0;;Europe/Paris;1
CHENOIR;74282;CHEMIN NOIR;47.529411, -0.5908170000000001;;;;0;;Europe/Paris;1
ESCALAV;28477;ESSCA;47.476035, -0.5991630000000001;;;;0;;Europe/Paris;0
PLDEUR-E;30568;PLACE DE L'EUROPE;47.487755, -0.527171;;;;0;;Europe/Paris;1
ARCEAU-E;16444;ARCEAU;47.470973, -0.5198370000000001;;;;0;;Europe/Paris;1
PETPORT;5677;PETIT PORT;47.425873, -0.6095220000000001;;;;0;;Europe/Paris;1
BELNOUE;672416;BELLENOUE;47.4206, -0.300998;;;;0;;Europe/Paris;0
LAFA8-C;19461;PLACE LA FAYETTE;47.460455, -0.5543510000000001;;;;0;;Europe/Paris;1
CHEVRIER;7016;CHEVRIERE;47.423908, -0.6091000000000001;;;;0;;Europe/Paris;0
BRAICOMB;699137;CROIX COMBEAU;47.454293, -0.408484;;;;0;;Europe/Paris;0
COUTARDI;310689;COUTARDIÈRE;47.46625, -0.408317;;;;0;;Europe/Paris;0
DUBELL-E;3812;DU BELLAY;47.492176, -0.5132430000000001;;;;0;;Europe/Paris;0
DAUTEL-E;26667;DAUTEL;47.442871, -0.4832760000000001;;;;0;;Europe/Paris;0
JDELAV-E;185658;JEANNE DE LAVAL;47.465836, -0.383467;;;;0;;Europe/Paris;0
LORR3BIS;29230;LORRAINE;47.470057, -0.5478850000000001;;;;0;;Europe/Paris;0
IMTEC-E;31805;BOUZINAC;47.503229, -0.5097540000000002;;;;0;;Europe/Paris;0
RAPIDE-E;22324;RAPIDEX;47.502692, -0.513959;;;;0;;Europe/Paris;0
LORRTERM;23465;LORRAINE;47.47019, -0.5476000000000001;;;;0;;Europe/Paris;1
LEDENI-E;6895;MAISON DU LAC;47.466089, -0.5977830000000001;;;;0;;Europe/Paris;1
PATUR-E;23972;PATUREAUX;47.434015, -0.5279060000000001;;;;0;;Europe/Paris;1
LA-BOISS;574608;LA BOISSIERE;47.50477, -0.599956;;;;0;;Europe/Paris;1
ESPLO-E;17768;ESPACE LONGUENEE;47.54016, -0.6727640000000001;;;;0;;Europe/Paris;1
VIELMA-E;22163;VIEILLE MAINE;47.529978, -0.5277700000000001;;;;0;;Europe/Paris;0
MARVI-CV;;MARCEL VIGNE;47.475078, -0.5826800000000001;;;;0;;Europe/Paris;0
AUTRICH;18326;AUTRICHE;47.522984, -0.6099610000000001;;;;0;;Europe/Paris;1
MASTSY;460558;MAIRIE DE SAINT SYLVAIN;47.519873, -0.4710850000000001;;;;0;;Europe/Paris;1
LAV.SCOL;564325;LAVOIR SCOLAIRE;47.441022, -0.4984980000000001;;;;0;;Europe/Paris;0
STADE-E;12422;STADE DE SAINT BARTHELEMY;47.461241, -0.4918900000000001;;;;0;;Europe/Paris;1
ANLERO-E;14800;ANDRE LEROY;47.464626, -0.5490280000000001;;;;0;;Europe/Paris;1
DANEMA-E;5563;DANEMARK;47.527721, -0.5978170000000002;;;;0;;Europe/Paris;1
JEHUEZ-E;27321;JEAN HUEZ;47.530884, -0.5942620000000001;;;;0;;Europe/Paris;0
EGLTRELA;208;EGLISE DE TRELAZE;47.445574, -0.4649410000000001;;;;0;;Europe/Paris;1
DEBU22-E;12625;DEBUSSY;47.487187, -0.5153860000000001;;;;0;;Europe/Paris;0
CLAUDEL;14;CLAUDEL;47.449507, -0.566251;;;;0;;Europe/Paris;1
LESROSES;5502;LES ROSES;47.427059, -0.5513640000000001;;;;0;;Europe/Paris;0
STTHER-E;7404;SAINTE THERESE;47.480599, -0.56422;;;;0;;Europe/Paris;1
RASPAI-E;14912;RASPAIL;47.475037, -0.5700940000000001;;;;0;;Europe/Paris;0
SHEAKSPE;15855;SHAKESPEARE;47.461877, -0.612597;;;;0;;Europe/Paris;1
FIEFGENT;22382;FIEF GENTIL;47.533317, -0.5261590000000002;;;;0;;Europe/Paris;0
PLOTIN-E;626210;PLOTINIERE;47.472141, -0.433089;;;;0;;Europe/Paris;0
ATOLL-E;43346;L'ATOLL;47.48318, -0.632515;;;;0;;Europe/Paris;0
BENE-E;27645;MONTREUIL JUIGNE - BENE;47.54112, -0.6094560000000001;;;;0;;Europe/Paris;1
VAURAGER;21571;VAURAGERE;47.472849, -0.6354160000000001;;;;0;;Europe/Paris;1
PAVILLO;3922;PAVILLON;47.465368, -0.6217560000000001;;;;0;;Europe/Paris;0
RUELLES;26825;RUELLES;47.437666, -0.531441;;;;0;;Europe/Paris;1
MOULINMA;32614;MOULIN MARCILLE;47.433767, -0.5005660000000001;;;;0;;Europe/Paris;1
BENE;3624;MONTREUIL JUIGNE - BENE;47.541165, -0.6096300000000001;;;;0;;Europe/Paris;1
RESTLA-E;428093;RESTAURANT;47.457849, -0.391502;;;;0;;Europe/Paris;0
ESPMON-E;34314;ESPERANTO;47.529501, -0.6037450000000001;;;;0;;Europe/Paris;1
AVALOUP;351192;AVALOUP;47.45689, -0.437023;;;;0;;Europe/Paris;0
SOULAIR;5421;SOULAIRE;47.577327, -0.5543040000000001;;;;0;;Europe/Paris;0
DELATA-E;29323;DE LATTRE;47.453187, -0.5413770000000001;;;;0;;Europe/Paris;1
MOLI-PAR;277859;MOLIERE;47.473225, -0.5550480000000001;;;;0;;Europe/Paris;1
GARD-D-E;735774;MAIRIE DE SAINT SYLVAIN;47.519795, -0.4711350000000001;;;;0;;Europe/Paris;1
CARRSS-E;6897;CARREFOUR ST SERGE;47.488125, -0.5435090000000001;;;;0;;Europe/Paris;1
AQUAVITA;52941;AQUAVITA;47.493401, -0.5652850000000001;;;;0;;Europe/Paris;1
WJVIL;37737;JEAN VILAR;47.445044, -0.5621280000000001;;;;0;;Europe/Paris;0
CHDARR;39215;CHATEAU;47.468772, -0.5592840000000001;;;;0;;Europe/Paris;1
STLOU-E;35907;SAINT LOUIS;47.487771, -0.5866320000000002;;;;0;;Europe/Paris;0
COUBERTI;6822;JEAN BOUIN SCOLAIRE;47.459148, -0.5329610000000001;;;;0;;Europe/Paris;0
LAENN;43968;LAENNEC;47.539332, -0.6183700000000001;;;;0;;Europe/Paris;1
STSYLVAI;32055;CARREAUX;47.512736, -0.4707380000000001;;;;0;;Europe/Paris;0
DOYENNE;24995;DOYENNE;47.490608, -0.5325810000000001;;;;0;;Europe/Paris;1
COSSE-E;7690;COSSE;47.43825, -0.5534470000000001;;;;0;;Europe/Paris;0
MENDES-E;25308;MENDES FRANCE;47.472945, -0.5456000000000001;;;;0;;Europe/Paris;1
BONPLAND;204457;BONPLAND;47.514589, -0.5895880000000001;;;;0;;Europe/Paris;1
MEMBMA-E;3254;MAIRIE DE LA MEMBROLLE;47.560729, -0.6728340000000002;;;;0;;Europe/Paris;1
ACAS-7C;9581;ACACIAS;47.503467, -0.5863440000000001;;;;0;;Europe/Paris;0
POLIGUET;527584;POLIGUET;47.494498, -0.397273;;;;0;;Europe/Paris;0
MACASSAT;16044;MARY CASSATT;47.510437, -0.6043640000000001;;;;0;;Europe/Paris;0
SPOT;458426;GERMAINE TILLION;47.537072, -0.6274550000000001;;;;0;;Europe/Paris;1
VOLNEY-E;29618;VOLNEY;47.460567, -0.5386390000000001;;;;0;;Europe/Paris;1
CHAERI-E;8276;CHATEAU ERIGNE;47.406391, -0.5260120000000001;;;;0;;Europe/Paris;0
RESTLAVA;675479;RESTAURANT;47.457811, -0.391977;;;;0;;Europe/Paris;0
MAUPERTH;5939;MAUPERTHUIS;47.433899, -0.4855880000000001;;;;0;;Europe/Paris;0
OLIVERAI;4722;OLIVERAIE;47.427215, -0.712621;;;;0;;Europe/Paris;0
MORELLIE;5810;MORELLERIE;47.451809, -0.5453230000000001;;;;0;;Europe/Paris;1
LACROIX;98921;LA CROIX;47.417821, -0.314498;;;;0;;Europe/Paris;0
BANCHA-E;25865;BANCHAIS;47.485523, -0.5117960000000001;;;;0;;Europe/Paris;1
NONNAINS;17013;LES NONNAINS;47.586923, -0.423601;;;;0;;Europe/Paris;0
MAPTSCE;9963;MAIRIE DES PONTS DE CE;47.425279, -0.5235830000000001;;;;0;;Europe/Paris;0
GRCHAM-E;669;GRANDS CHAMPS;47.514728, -0.434038;;;;0;;Europe/Paris;0
BOHACEND;953348;CENDREUSE;47.422421, -0.384953;;;;0;;Europe/Paris;0
GROI.2-E;590166;GROIES 2;47.492028, -0.399523;;;;0;;Europe/Paris;0
CHENR-E;284422;CHENE ROND;47.395843, -0.536236;;;;0;;Europe/Paris;0
HUTREA-E;7382;HUTREAU;47.431353, -0.5554940000000002;;;;0;;Europe/Paris;0
SARRMAIR;30431;MAIRIE DE SARRIGNE;47.501762, -0.383259;;;;0;;Europe/Paris;1
1PMAY;17915;PLATEAU MAYENNE;47.49571, -0.5800510000000001;;;;0;;Europe/Paris;1
EBEAUPIN;22853;EBEAUPIN;47.464338, -0.6247400000000001;;;;0;;Europe/Paris;0
VDLOIR-E;32158;VAL DE LOIRE;47.448829, -0.5134060000000001;;;;0;;Europe/Paris;1
INTERAVR;29162;AUCHAN;47.518696, -0.6075860000000001;;;;0;;Europe/Paris;1
BECKE;58108;BECKER;47.538835, -0.6220050000000001;;;;0;;Europe/Paris;1
MASGEM-E;29461;MAIRIE DE SAINTE GEMMES;47.422881, -0.5565960000000001;;;;0;;Europe/Paris;1
CRVESCOL;697945;CROIX VERTE Scolaire;47.474296, -0.354762;;;;0;;Europe/Paris;0
PTMONG-E;6242;PETIT MONGAZON;47.486685, -0.4832240000000001;;;;0;;Europe/Paris;0
PICAS-E;43700;PICASSO;47.452891, -0.5219600000000001;;;;0;;Europe/Paris;1
AQUA-D5A;55947;AQUAVITA - CIRCULAIRE SENS A;47.493407, -0.5655370000000001;;;;0;;Europe/Paris;1
VENSCO-E;274484;VENAISERIE COLLEGE;47.471665, -0.4862920000000001;;;;0;;Europe/Paris;0
CLOUET;17775;CLOUET;47.480228, -0.566247;;;;0;;Europe/Paris;1
LECOLOM;31338;ROUTE DU PLESSIS;47.525618, -0.6672730000000001;;;;0;;Europe/Paris;0
POISSO-E;16364;COEUR DE MAINE;47.472569, -0.5568290000000001;;;;0;;Europe/Paris;1
RTSORGES;228228;ROUTE DE SORGES;47.432548, -0.4908780000000001;;;;0;;Europe/Paris;0
LIZE.;26415;LIZE;47.487126, -0.5744080000000001;;;;0;;Europe/Paris;1
LILAS;6187;LILAS;47.459435, -0.6629920000000001;;;;0;;Europe/Paris;0
BOPON-E;8578;BOUCHEMAINE PONT;47.420527, -0.610593;;;;0;;Europe/Paris;0
ESNAUDER;511998;L'ESNAUDERIE;47.593253, -0.5498230000000001;;;;0;;Europe/Paris;0
MARSAULA;547381;MARSAULAIE;47.415556, -0.343703;;;;0;;Europe/Paris;0
LOIRE -E;30797;LOIRE;47.417786, -0.523584;;;;0;;Europe/Paris;1
MONOD-E;20101;MONOD;47.478985, -0.6363790000000001;;;;0;;Europe/Paris;1
DURVILLE;28495;DUMONT D'URVILLE;47.445205, -0.5571770000000001;;;;0;;Europe/Paris;1
ZARTIS-E;14755;ZONE ARTISANALE;47.579628, -0.5919270000000001;;;;0;;Europe/Paris;0
PONTSC-E;15414;MAIRIE DES PONTS DE CE;47.425495, -0.5258110000000001;;;;0;;Europe/Paris;1
JULESV-E;3251;JULES VERNE;47.446936, -0.5606320000000001;;;;0;;Europe/Paris;1
SARRENAR;980819;RENARDIERES SARRIGNÉ;47.493388, -0.389135;;;;0;;Europe/Paris;0
PERRAU-E;19554;PERRAUDIÈRE ST LAMBERT;47.48239, -0.6814160000000001;;;;0;;Europe/Paris;0
INTAVR-E;6846;AUCHAN;47.518234, -0.6064530000000001;;;;0;;Europe/Paris;1
CLEMEGLI;6423;EGLISE DE SAINT CLEMENT;47.524816, -0.7456100000000001;;;;0;;Europe/Paris;0
AUVERG-E;3123;AUVERGNE;47.490197, -0.530055;;;;0;;Europe/Paris;1
GLYCIN-E;28945;GLYCINES;47.498834, -0.5238600000000001;;;;0;;Europe/Paris;0
HERMLT32;3329;HERMITAGE SOUCELLES;47.584608, -0.417577;;;;0;;Europe/Paris;0
VILVEQUE;4402;MAIRIE DE VILLEVEQUE;47.559473, -0.422195;;;;0;;Europe/Paris;0
ECHMA-E;30440;ECHMAN;47.490228, -0.5756370000000001;;;;0;;Europe/Paris;1
BOUCHE-E;10804;BOUCHEMAINE CENTRE;47.421642, -0.6105330000000001;;;;0;;Europe/Paris;1
JBODIN;21354;LYCEE JEAN BODIN;47.441544, -0.5279790000000001;;;;0;;Europe/Paris;0
MINDIE-E;452383;CHEMIN DE LA MINDIERE;47.440089, -0.6304360000000001;;;;0;;Europe/Paris;0
BLITOU-E;8054;BLITOURNE;47.52741, -0.434068;;;;0;;Europe/Paris;0
PETGUICH;607987;PETIT GUICHARD;47.526066, -0.4790780000000001;;;;0;;Europe/Paris;0
